"","G6_Skin_Fixed_24_A1","G6_Skin_Fixed_24_A2","G6_Skin_Fixed_24_A3","G6_Skin_Fixed_24_A4","G6_Skin_Fixed_24_B1","G6_Skin_Fixed_24_B2","G6_Skin_Fixed_24_B3","G6_Skin_Fixed_24_B4","G6_Skin_Fixed_24_C1","G6_Skin_Fixed_24_C2","G6_Skin_Fixed_24_C3","G6_Skin_Fixed_24_C4","G6_Skin_Fixed_24_D1","G6_Skin_Fixed_24_D2","G6_Skin_Fixed_24_D3","G6_Skin_Fixed_24_D4","G6_Skin_FL_2500_A1","G6_Skin_FL_2500_A2","G6_Skin_FL_2500_A3","G6_Skin_FL_2500_A4","G6_Skin_FL_2500_B1","G6_Skin_FL_2500_B2","G6_Skin_FL_2500_B3","G6_Skin_FL_2500_B4","G6_Skin_FL_2500_C1","G6_Skin_FL_2500_C2","G6_Skin_FL_2500_C3","G6_Skin_FL_2500_C4","G6_Skin_FL_2500_D1","G6_Skin_FL_2500_D2","G6_Skin_FL_2500_D3","G6_Skin_FL_2500_D4","G4_Feces_Fixed_24_A2","G4_Feces_Fixed_24_A3","G4_Feces_Fixed_24_A4","G4_Feces_Fixed_24_B1","G4_Feces_Fixed_24_B2","G4_Feces_Fixed_24_B3","G4_Feces_Fixed_24_B4","G4_Feces_Fixed_24_C1","G4_Feces_Fixed_24_C2","G4_Feces_Fixed_24_C3","G4_Feces_Fixed_24_C4","G4_Feces_Fixed_24_D1","G4_Feces_Fixed_24_D2","G4_Feces_Fixed_24_D3","G4_Feces_Fixed_24_D4","G4_Feces_FL_350_A1","G4_Feces_FL_350_A2","G4_Feces_FL_350_A3","G4_Feces_FL_350_A4","G4_Feces_FL_350_B1","G4_Feces_FL_350_B2","G4_Feces_FL_350_B3","G4_Feces_FL_350_B4","G4_Feces_FL_350_C1","G4_Feces_FL_350_C2","G4_Feces_FL_350_C3","G4_Feces_FL_350_C4","G4_Feces_FL_350_D1","G4_Feces_FL_350_D2","G4_Feces_FL_350_D3","G4_Feces_FL_350_D4","G7_Soil_Fixed_24_A1","G7_Soil_Fixed_24_A2","G7_Soil_Fixed_24_A3","G7_Soil_Fixed_24_A4","G7_Soil_Fixed_24_B1","G7_Soil_Fixed_24_B2","G7_Soil_Fixed_24_B3","G7_Soil_Fixed_24_B4","G7_Soil_Fixed_24_C1","G7_Soil_Fixed_24_C2","G7_Soil_Fixed_24_C3","G7_Soil_Fixed_24_C4","G7_Soil_Fixed_24_D1","G7_Soil_Fixed_24_D2","G7_Soil_Fixed_24_D3","G7_Soil_Fixed_24_D4","G7_Soil_FL_5000_A1","G7_Soil_FL_5000_A2","G7_Soil_FL_5000_A3","G7_Soil_FL_5000_A4","G7_Soil_FL_5000_B1","G7_Soil_FL_5000_B2","G7_Soil_FL_5000_B3","G7_Soil_FL_5000_B4","G7_Soil_FL_5000_C1","G7_Soil_FL_5000_C2","G7_Soil_FL_5000_C3","G7_Soil_FL_5000_C4","G7_Soil_FL_5000_D1","G7_Soil_FL_5000_D2","G7_Soil_FL_5000_D3","G7_Soil_FL_5000_D4"
"g__Polyangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,2,1,0,1,0,0,4,0,0,0,0,1,0,2,2,6
"g__Polymyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,3,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1
"g__Pontibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,2,8,2,5,4,7,0,1,4,4,10,6,0,9,0,0,11,13,0,6,13,15,0,8,11,23
"g__Porphyromonas",4,40,51,35,4,2,18,54,10,29,13,58,10,15,53,52,0,21,0,36,26,23,41,25,27,15,28,25,9,19,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__possible_genus_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,5,6,10,13,0,3,2,8,0,3,4,6,23,6,0,20,0,0,27,16,1,10,21,25,0,11,20,43
"g__Preussia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"g__Prevotella",9,37,60,75,11,3,28,58,9,32,39,43,22,33,27,54,0,39,0,33,25,20,67,28,67,14,23,22,33,20,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Prevotellaceae_UCG-001",0,9,10,0,4,1,15,8,5,2,11,11,6,7,5,12,19,17,27,10,7,9,14,8,14,9,9,4,7,7,17,13,4869,5693,4735,4647,4789,5998,4696,2965,4982,5686,4658,3014,3617,6189,4251,52,4551,5294,5182,4188,5527,2,2,2968,4772,4987,4868,2894,5166,2377,5067,0,2,5,1,0,2,0,0,0,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Proleptomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Promicromonospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,44,14,18,64,41,18,22,39,37,7,16,42,47,131,79,0,113,2,0,109,67,1,58,81,156,3,59,114,91
"g__Prosthecobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,1,2,3,0,1,1,0
"g__Prosthecomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"g__Pseudarthrobacter",0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,32,22,15,50,37,20,25,32,46,7,23,36,44,107,69,0,106,2,0,116,82,2,69,88,138,1,66,113,115
"g__Pseudenhygromyxa",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Pseudoclavibacter",0,0,0,3,0,0,3,2,2,0,0,3,0,0,1,0,0,2,0,0,6,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"g__Pseudoflavitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,0,1,7,3,4,2,17,5,0,2,7,15,10,7,0,7,1,0,8,14,0,11,14,36,0,4,11,15
"g__Pseudoglutamicibacter",1,6,6,0,0,3,0,3,3,0,7,0,0,0,0,0,0,3,0,0,0,2,1,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Pseudolabrys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,11,0,3,11,10,4,0,5,6,3,4,15,13,34,21,0,42,1,0,34,16,2,18,39,66,1,21,33,42
"g__Pseudomonas",5,15,20,6,0,0,7,3,2,6,18,35,0,9,7,29,0,13,0,22,4,22,22,12,13,6,20,26,1,4,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,443,393,130,270,518,493,180,266,484,463,76,211,340,559,960,629,13,1060,12,1,1103,799,58,624,968,1632,22,660,1021,1080
"g__Pseudonocardia",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,376,266,115,149,422,292,121,181,313,361,55,150,298,337,617,479,21,912,4,1,782,570,15,468,774,1335,10,478,931,848
"g__Pseudopropionibacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Pseudorhodobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,4,0,0,5,7,0,0,3,4,0,2,0,3
"g__Pseudorhodoferax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,18,5,9,21,16,3,10,13,11,2,9,8,19,44,24,0,46,2,0,41,26,0,15,33,60,0,23,40,34
"g__Pseudorhodoplanes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,5,2,1,2,4,0,0,1,0,6,11,7,0,21,1,0,5,7,2,8,19,15,0,6,23,21
"g__Pseudoxanthomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,39,19,24,36,46,17,19,34,39,4,19,29,52,90,65,4,128,4,0,111,90,1,76,102,145,0,79,116,123
"g__Psychrobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0
"g__Psychrobacter",0,21,16,8,7,3,13,16,4,8,9,11,0,3,9,22,0,18,0,8,0,10,21,5,27,21,18,20,8,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Psychroglaciecola",0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,210,185,75,86,246,174,98,111,237,227,39,127,155,246,391,288,8,541,4,2,492,384,22,305,467,800,11,298,496,469
"g__Puia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,110,27,29,75,121,23,33,90,78,1,33,21,96,121,74,0,134,1,1,122,127,4,74,120,195,1,82,152,143
"g__Pygmaiobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,7,9,10,2,5,6,1,5,6,3,0,0,7,7,13,9,9,0,0,3,19,13,14,6,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Qipengyuania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1
"g__R7C24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,4,11,13,6,5,5,18,6,4,6,5,14,23,24,1,27,0,0,33,24,1,17,20,55,0,25,43,45
"g__Ralstonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,2,0,5,1,1,4,0,0,3,6,0,0,3,7,0,0,4,1
"g__Ramlibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,81,55,23,21,120,95,34,46,56,79,14,40,85,115,195,106,6,245,3,1,220,139,12,107,184,349,4,120,202,185
"g__Rathayibacter",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,6,4,12,4,4,4,6,10,0,2,3,6,15,16,1,20,0,0,16,19,1,10,18,32,1,8,23,23
"g__RB41",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,161,102,32,60,182,146,46,77,154,164,8,45,77,161,331,179,3,465,3,0,464,398,10,251,470,829,3,269,500,506
"g__RBG-13-54-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,6,5,13,0,2,9,8,0,6,8,10,10,1,0,13,0,0,12,12,1,2,15,20,0,4,6,14
"g__RCP2-54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,7,2,0,1,5,2,0,1,0,0,6,8,1,12,0,0,0,16,0,7,7,16,0,3,8,10
"g__Reyranella",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,46,19,31,62,35,19,24,62,47,12,21,60,60,132,93,6,168,0,1,126,105,8,89,123,250,6,78,138,107
"g__RF39",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1078,1318,955,750,1037,1357,1058,627,1185,1297,1111,492,763,1396,897,8,1659,1599,1786,1420,1897,0,0,829,1864,1714,1506,699,1883,856,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Rhizobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,150,123,60,77,143,122,43,73,155,178,18,68,108,149,337,224,3,389,5,4,365,268,11,207,300,485,6,225,339,345
"g__Rhizocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,2,9,10,1,3,6,10,2,2,4,6,33,17,1,19,0,0,31,15,1,19,26,38,0,12,29,35
"g__Rhizorhapis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0
"g__Rhodococcus",17,64,43,70,26,3,60,78,27,56,70,104,31,68,54,133,0,79,0,88,78,106,154,78,70,105,122,84,67,71,95,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,5,9,5,5,6,8,2,0,3,2,4,14,13,1,15,0,0,19,18,0,3,18,25,0,12,15,21
"g__Rhodocytophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,55,63,26,25,79,96,16,39,86,52,4,32,34,111,140,80,0,145,2,0,131,116,8,78,136,232,5,87,140,170
"g__Rhodoferax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,1,8,9,28,9,8,2,10,4,1,11,24,45,20,0,48,1,0,28,20,2,22,30,49,0,18,48,29
"g__Rhodomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,11,11,10,23,21,4,13,33,22,0,18,13,31,62,28,0,59,1,0,56,58,3,35,50,72,2,23,71,57
"g__Rhodopirellula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,2,2,1,10,0,5,5,9,0,0,0,3,4,4,0,15,0,0,9,7,0,8,7,16,0,8,10,9
"g__Rhodoplanes",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,15,6,7,29,17,3,5,19,17,2,4,12,20,43,22,1,47,3,0,61,52,1,44,55,93,0,39,65,47
"g__Rhodopseudomonas",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,5,3,15,22,5,6,11,12,0,5,11,35,36,22,0,56,0,1,43,28,0,32,51,72,3,18,24,36
"g__Rhodothermaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"g__Rhodovarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,3,0,0,0,1,3,4,0,7,0,0,0,0,0,1,0,6,0,0,2,4
"g__Rhodovastum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,2,0,0,0,2
"g__Rickettsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Rikenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,18,31,33,37,20,18,32,30,24,21,25,15,20,0,46,33,40,38,64,0,0,23,35,56,31,25,30,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Rikenellaceae_RC9_gut_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,13,8,0,0,0,0,105,143,110,106,144,136,113,67,135,137,124,67,77,120,81,3,172,152,208,152,184,1,0,102,184,218,196,96,189,92,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Rokubacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,3,2,8,10,3,2,5,14,3,6,3,7,32,20,1,48,0,0,22,21,0,12,24,51,0,16,32,18
"g__Romboutsia",0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,8,4,3,0,4,0,0,0,0,5,0,0,0,0,5,0,0,1011,1053,831,976,962,1167,971,583,1057,1067,950,686,776,1236,837,32,1808,1653,1882,1557,2097,0,0,925,1942,1889,1824,931,1981,986,1952,0,3,2,3,0,0,0,0,2,2,0,0,0,0,0,2,0,7,0,0,0,0,8,0,0,0,0,5,0,1,6,2
"g__Roseburia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,93,75,68,94,110,74,59,98,105,74,39,80,101,58,0,192,174,242,164,251,0,0,89,246,242,206,67,243,120,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Roseimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,0,2,4,1,4,0,0,1,0,4,5,2,0,6,0,0,13,6,0,11,4,13,0,8,4,11
"g__Roseisolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,3,2,24,9,9,7,15,11,0,5,5,12,37,14,0,49,0,0,52,28,0,30,66,98,0,21,88,65
